id,action_flow_id,action_flow_des,intention_1,intention_2,act_seq_start,act_seq_end,ob_start_frame,ob_end_frame,ob_act_seq,future_act_seq,scene
UL7YC,c120 0.00 5.80;c062 0.10 12.80;c118 0.10 31.00;c061 1.50 7.20;c156 2.70 31.00;c110 11.90 17.40;c107 12.20 31.00;c063 22.80 28.40;c106 25.60 31.00,Taking a dish/es from somewhere;Putting some food somewhere;Holding a dish;Holding some food;Someone is eating something;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Taking food from somewhere;Drinking from a cup/glass/bottle,drink some water;S/He is thirsty,eat and drink something;S/He is hungry,0,31,1,148,Taking a dish/es from somewhere;Putting some food somewhere;Holding a dish;Holding some food;Someone is eating something,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Taking food from somewhere;Drinking from a cup/glass/bottle,Dining room
5D351,c056 3.00 10.00;c057 3.60 22.00;c053 4.80 19.30;c058 23.30 29.40,Taking shoes from somewhere;Taking off some shoes;Holding a shoe/shoes;Throwing shoes somewhere,brush shoes;S/He wants to do housework,take off shoes;S/He wants to go to bed,3,29.4,73,198,Taking shoes from somewhere;Taking off some shoes;Holding a shoe/shoes,Throwing shoes somewhere,Bedroom
U9NI5,c069 0.00 4.60;c067 0.00 23.00;c118 0.00 23.00;c110 2.20 7.70;c107 2.90 12.90;c106 3.30 11.20;c109 7.00 13.30;c065 13.00 22.30,Taking a sandwich from somewhere;Holding a sandwich;Holding a dish;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Eating a sandwich,eat a sandwich;S/He is hungry,eat a sandwich and drink some water;S/He is thirsty and hungry,0,23,1,110,Taking a sandwich from somewhere;Holding a sandwich;Holding a dish;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,Putting a cup/glass/bottle somewhere;Eating a sandwich,Kitchen
6UMSJ,c063 0.00 6.20;c061 0.00 36.90;c062 3.40 24.90;c147 8.00 39.00,Taking food from somewhere;Holding some food;Putting some food somewhere;Someone is cooking something,cook something;S/He wants to prepare a meal,cook a dish;S/He wants to prepare a meal,0,39,1,187,Taking food from somewhere;Holding some food;Putting some food somewhere,Someone is cooking something,Kitchen
UNOW9,c155 0.00 23.00;c001 6.80 14.00;c003 8.10 13.10;c057 11.60 22.80,Someone is undressing;Putting clothes somewhere;Throwing clothes somewhere;Taking off some shoes,go out;S/He wants to enjoy her/his free time,undress himself;S/He wants to do the laundry,0,23,1,110,Someone is undressing,Putting clothes somewhere;Throwing clothes somewhere;Taking off some shoes,Kitchen
RAQNI,c004 0.00 15.70;c000 0.00 18.50;c001 9.80 18.60;c002 14.90 19.90,Tidying some clothes;Holding some clothes;Putting clothes somewhere;Taking some clothes from somewhere,fold the clothes;S/He wants to arrange the clothes,fold the clothes;S/He wants to arrange the clothes,0,19.9,1,95,Tidying some clothes;Holding some clothes,Putting clothes somewhere;Taking some clothes from somewhere,Recreation room / Man cave
9RRED,c106 0.00 5.80;c107 0.00 20.90;c109 16.40 21.20;c110 22.10 26.40,Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere;Taking a cup/glass/bottle from somewhere,drink water;S/He is thirsty,drink some water;S/He is thirsty,0,26.4,1,126,Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something,Putting a cup/glass/bottle somewhere;Taking a cup/glass/bottle from somewhere,Basement (A room below the ground floor)
LWEPB,c141 18.70 26.30;c008 18.70 26.30;c097 19.40 26.10;c006 20.60 26.10,Grasping onto a doorknob;Opening a door;Walking through a doorway;Closing a door,close a door after walking through it;S/He wants to leave the room,open the door and get out of the room;S/He wants to move,18.7,26.3,449,485,Grasping onto a doorknob;Opening a door;Walking through a doorway,Closing a door,Bedroom
VAAXH,c110 2.40 10.00;c107 4.10 32.00;c106 4.40 29.30;c109 24.80 31.80,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere,drink some water;S/He is thirsty,drink some water;S/He is thirsty,2.4,32,58,199,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,Putting a cup/glass/bottle somewhere,Home Office / Study (A room in a house used for work)
BJXRT,c035 0.00 7.10;c073 0.00 9.00;c072 1.20 16.20;c070 1.50 36.00,Taking a towel/s from somewhere;Taking a blanket from somewhere;Snuggling with a blanket;Holding a blanket,fold the blanket;S/He wants to arrange the blanket,find some food;S/He wants to enjoy her/his free time,0,36,1,172,Taking a towel/s from somewhere;Taking a blanket from somewhere;Snuggling with a blanket;Holding a blanket,,Living room
QWHFE,c147 0.00 16.60;c143 15.70 21.20;c062 22.00 30.00;c063 22.30 27.10;c142 22.50 29.10;c061 23.10 30.00,Someone is cooking something;Opening a refrigerator;Putting some food somewhere;Taking food from somewhere;Closing a refrigerator;Holding some food,cook a dish;S/He wants to prepare a meal,cook something;S/He wants to prepare a meal,0,30,1,144,Someone is cooking something,Opening a refrigerator;Putting some food somewhere;Taking food from somewhere;Closing a refrigerator;Holding some food,Kitchen
EASCD,c110 3.20 8.80;c107 6.30 35.4;c106 11.50 24.40;c109 12.50 25.00;c108 12.50 25.00;c120 12.50 25.00;c118 13.10 24.40;c119 17.10 25.00,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Pouring something into a cup/glass/bottle;Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere,drink some water;S/He is thirsty,drink something from a cup;S/He is thirsty,3.2,35.4,77,231,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something,Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Pouring something into a cup/glass/bottle;Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere,Living room
HEOJM,c079 0.80 7.40;c076 0.80 9.90;c080 2.70 9.70;c077 3.70 10.30,Taking a pillow from somewhere;Holding a pillow;Throwing a pillow somewhere;Putting a pillow somewhere,hold a pillow;S/He wants to sleep,move the illow to somewhere;S/He wants to arrange the pillow,0.8,10.3,20,64,Taking a pillow from somewhere;Holding a pillow,Throwing a pillow somewhere;Putting a pillow somewhere,Bedroom
HD57S,c127 12.50 30.80;c004 13.00 31.60;c000 13.60 34.00;c002 27.00 34.00,Tidying something on the floor;Tidying some clothes;Holding some clothes;Taking some clothes from somewhere,wash some clothes;S/He wants to do the laundry,take clothes from floor;S/He wants to tidy up clothes,12.5,34,301,403,Tidying something on the floor;Tidying some clothes;Holding some clothes,Taking some clothes from somewhere,Stairs
3QXPC,c008 0.00 5.90;c097 0.60 7.00;c006 2.10 8.30;c141 3.00 9.50,Opening a door;Walking through a doorway;Closing a door;Grasping onto a doorknob,walk through the doorway;S/He wants to enter the room,find something;S/He wants to go outside,0,9.5,1,45,Opening a door;Walking through a doorway,Closing a door;Grasping onto a doorknob,Bathroom
B1FY9,c061 16.50 24.20;c118 16.80 25.50;c120 16.80 25.50;c064 19.30 28.60;c062 20.20 28.60,Holding some food;Holding a dish;Taking a dish/es from somewhere;Throwing food somewhere;Putting some food somewhere,tidy up a dish;S/He wants to throw the food out,throw food somewhere;S/He wants to throw away the food,16.5,28.6,397,454,Holding some food;Holding a dish;Taking a dish/es from somewhere,Throwing food somewhere;Putting some food somewhere,Kitchen
KFGXC,c118 0.00 14.80;c119 0.00 17.50;c061 0.00 18.90;c062 10.80 17.70,Holding a dish;Putting a dish/es somewhere;Holding some food;Putting some food somewhere,put down the food;S/He wants to get dressed up,eat a sandwich;S/He is hungry,0,18.9,1,90,Holding a dish;Putting a dish/es somewhere;Holding some food,Putting some food somewhere,Entryway (A hall that is generally located at the entrance of a house)
WT2C0,c156 21.60 32.00;c065 21.60 32.00;c069 28.00 32.00;c067 28.50 32.00,Someone is eating something;Eating a sandwich;Taking a sandwich from somewhere;Holding a sandwich,eat a sandwich;S/He is hungry,eat a sandwich;S/He is hungry,21.6,32,519,568,Someone is eating something;Eating a sandwich,Taking a sandwich from somewhere;Holding a sandwich,Living room
G24CA,c145 0.00 44.70;c026 0.00 51.20;c032 1.20 50.20;c029 4.20 20.40;c025 45.30 51.20,Working on paper/notebook;Holding a book;Watching/Reading/Looking at a book;Smiling at a book;Closing a book,read a book;S/He wants to learn something,read a book;S/He wants to enterain himself/her/hisself,0,51.2,1,245,Working on paper/notebook;Holding a book;Watching/Reading/Looking at a book;Smiling at a book,Closing a book,Home Office / Study (A room in a house used for work)
RQRRD,c001 2.20 14.10;c002 5.20 11.80;c000 6.80 14.60;c155 7.50 24.30;c148 9.40 48.00;c003 16.90 22.30;c000 21.00 29.50,Putting clothes somewhere;Taking some clothes from somewhere;Holding some clothes;Someone is undressing;Someone is dressing;Throwing clothes somewhere;Holding some clothes,change the clothes;S/He wants to get dressed up,dress himself;S/He wants to change clothes,2.2,48,53,272,Putting clothes somewhere;Taking some clothes from somewhere;Holding some clothes;Someone is undressing;Someone is dressing,Throwing clothes somewhere;Holding some clothes,Bedroom
2VNXF,c110 0.00 4.90;c107 0.00 21.10;c106 0.10 8.40;c109 16.80 21.70,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere,drink something from a cup;S/He is thirsty,drink a cup of water;S/He is thirsty,0,21.7,1,104,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,Putting a cup/glass/bottle somewhere,Home Office / Study (A room in a house used for work)
46A6J,c141 11.10 17.00;c008 11.10 17.30;c113 11.30 18.00;c006 14.70 20.60;c112 14.70 21.50,Grasping onto a doorknob;Opening a door;Opening a closet/cabinet;Closing a door;Closing a closet/cabinet,open a cabinet;S/He wants to take something,take something from a cabinet;S/He wants to make use of a cabinet,11.1,21.5,267,316,Grasping onto a doorknob;Opening a door;Opening a closet/cabinet,Closing a door;Closing a closet/cabinet,Stairs
TCJCJ,c032 0.00 8.30;c026 0.00 9.40;c025 2.20 8.30;c031 4.80 10.50;c028 4.90 10.80,Watching/Reading/Looking at a book;Holding a book;Closing a book;Throwing a book somewhere;Putting a book somewhere,read a book;S/He wants to learn something,read a book;S/He wants to enterain himself/her/hisself,0,10.8,1,51,Watching/Reading/Looking at a book;Holding a book,Closing a book;Throwing a book somewhere;Putting a book somewhere,Entryway (A hall that is generally located at the entrance of a house)
9W681,c008 1.40 10.00;c141 1.60 13.70;c097 6.20 14.00;c006 7.70 14.00,Opening a door;Grasping onto a doorknob;Walking through a doorway;Closing a door,open the door and get out;S/He wants to go outside,go out;S/He wants to enjoy her/his free time,1.4,14,34,94,Opening a door;Grasping onto a doorknob,Walking through a doorway;Closing a door,Entryway (A hall that is generally located at the entrance of a house)
B0SV3,c106 18.90 32.00;c107 19.50 32.00;c110 20.30 28.60;c118 22.00 32.00,Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Holding a dish,drink a cup of water;S/He is thirsty,read a book;S/He wants to learn something new,18.9,32,454,516,Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere,Holding a dish,Closet / Walk-in closet / Spear closet
T96JC,c097 0.00 7.30;c141 0.00 8.30;c006 3.20 14.40;c008 6.70 22.00,Walking through a doorway;Grasping onto a doorknob;Closing a door;Opening a door,graspe onto a doorknob;S/He wants to open a door,walk through the doorway;S/He wants to enter the room,0,22,1,105,Walking through a doorway;Grasping onto a doorknob;Closing a door,Opening a door,Entryway (A hall that is generally located at the entrance of a house)
2YJUQ,c108 7.20 15.70;c107 7.20 34.10;c106 13.40 22.80;c109 29.90 34.70,Pouring something into a cup/glass/bottle;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere,drink some water;S/He is thirsty,drink water;S/He is thirsty,7.2,34.7,173,304,Pouring something into a cup/glass/bottle;Holding a cup/glass/bottle of something,Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere,Dining room
75KQ6,c121 0.00 13.50;c120 2.60 7.60;c118 7.30 13.00;c119 8.80 16.30;c066 15.50 30.00;c061 16.30 22.00,Wash a dish/dishes;Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere;Making a sandwich;Holding some food,make a sandwich;S/He is hungry,make a sandwich;S/He wants to prepare a meal,0,30,1,144,Wash a dish/dishes;Taking a dish/es from somewhere,Holding a dish;Putting a dish/es somewhere;Making a sandwich;Holding some food,Kitchen
0LNLR,c151 0.80 5.90;c123 1.90 13.90;c122 9.90 22.80;c154 21.60 31.00,Someone is going from standing to sitting;Sitting on sofa/couch;Lying on a sofa/couch;Someone is standing up from somewhere,take off her shoes and lie on the couch;S/He wants to have a rest,sit on a sofa;S/He wants to get some rest,0.8,31,20,164,Someone is going from standing to sitting;Sitting on sofa/couch,Lying on a sofa/couch;Someone is standing up from somewhere,Living room
L7HA6,c018 0.00 8.40;c015 8.60 31.00;c019 10.00 30.70;c017 27.00 32.90,Taking a phone/camera from somewhere;Holding a phone/camera;Talking on a phone/camera;Putting a phone/camera somewhere,answer the phone;S/He wants to make use of a phone,have a rest;S/He wants to enjoy her/his freetime,0,32.9,1,157,Taking a phone/camera from somewhere,Holding a phone/camera;Talking on a phone/camera;Putting a phone/camera somewhere,Living room
JI3ZF,c000 0.00 13.40;c004 0.00 25.0;c002 13.70 27.00;c001 15.40 26.00,Holding some clothes;Tidying some clothes;Taking some clothes from somewhere;Putting clothes somewhere,fold the clothes;S/He wants to arrange the clothes,wash some clothes;S/He wants to do the laundry,0,27,1,129,Holding some clothes;Tidying some clothes,Taking some clothes from somewhere;Putting clothes somewhere,Hallway
4G3ZF,c156 0.00 23.00;c061 0.00 34.00;c106 19.00 28.90;c110 19.60 24.50;c107 24.90 34.00,Someone is eating something;Holding some food;Drinking from a cup/glass/bottle;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something,drink some water;S/He is thirsty,drink something;S/He is thirsty,0,34,1,163,Someone is eating something;Holding some food,Drinking from a cup/glass/bottle;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something,Dining room
HPAYB,c002 5.20 16.4;c000 8.30 37.10;c005 12.60 36.00;c001 28.80 36.70,Taking some clothes from somewhere;Holding some clothes;Washing some clothes;Putting clothes somewhere,wash clothes;S/He wants to do housework,wash some clothes;S/He wants to do the laundry,5.2,37.1,125,277,Taking some clothes from somewhere;Holding some clothes,Washing some clothes;Putting clothes somewhere,Basement (A room below the ground floor)
808H5,c129 6.50 13.60;c107 9.90 30.70;c110 10.50 15.90;c106 14.50 21.10,Taking/consuming some medicine;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle,take a medicine;S/He wants to deal with illness,take a medicine;S/He wants to deal with illness,6.5,30.7,157,272,Taking/consuming some medicine;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere,Drinking from a cup/glass/bottle,Bedroom
H047B,c100 0.00 4.90;c098 0.00 11.70;c102 2.80 9.10;c099 6.30 12.00,Taking a broom from somewhere;Holding a broom;Tidying up with a broom;Putting a broom somewhere,hold a broom;S/He wants to clean something,tidy up the floor;S/He wants to make use of a broom,0,12,1,57,Taking a broom from somewhere;Holding a broom,Tidying up with a broom;Putting a broom somewhere,Kitchen
